App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Super Plus Busi 619,Essential utility for daily workflow. Fast loading.,Positive,0.424,0.425
Super Plus Busi 619,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.009,0.282
Super Plus Busi 619,Great customer support and seamless synchronization.,Positive,0.527,0.76
Super Plus Busi 619,Absolutely love this app! Very smooth UI and responsive.,Positive,0.658,0.567
Global Lite Game 2361,Constant crashes after the latest update. Terrible experience.,Negative,-0.232,0.774
Global Lite Game 2361,Incredible features and clean layout. Worth every penny.,Positive,0.527,0.78
Global Lite Game 2361,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.103,0.269
Global Lite Game 2361,Customer service never responded to my refund ticket.,Negative,-0.362,0.48
Global Lite Game 2361,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.657,0.536
Global Lite Game 2361,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.01,0.388
Master Manager Phot 868,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.054,0.176
Master Manager Phot 868,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.047,0.203
Master Manager Phot 868,"Works okay on tablet, bit clunky on small screens.",Neutral,0.103,0.315
Master Manager Phot 868,Absolutely love this app! Very smooth UI and responsive.,Positive,0.318,0.797
Master Manager Phot 868,"Best in its class, saves me so much time every day.",Positive,0.54,0.435
Master Manager Phot 868,"Full of bugs, login screen freezes constantly.",Negative,-0.418,0.521
Master Manager Phot 868,"Good concept, waiting for future feature updates.",Neutral,-0.096,0.15
Master Manager Phot 868,Great customer support and seamless synchronization.,Positive,0.517,0.521
Master Manager Phot 868,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.201,0.474
Master Manager Phot 868,"Good concept, waiting for future feature updates.",Neutral,0.114,0.394
Master Manager Phot 868,Incredible features and clean layout. Worth every penny.,Positive,0.63,0.419
Master Manager Phot 868,Game is highly addictive with stellar graphics!,Positive,0.308,0.774
Master Tracker Busi 2009,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.139,0.235
Master Tracker Busi 2009,Incredible features and clean layout. Worth every penny.,Positive,0.772,0.815
Master Tracker Busi 2009,"Full of bugs, login screen freezes constantly.",Negative,-0.189,0.725
Master Tracker Busi 2009,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.085,0.391
Master Tracker Busi 2009,Great customer support and seamless synchronization.,Positive,0.796,0.759
Quick Vault Busi 2376,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.152,0.723
Quick Vault Busi 2376,Incredible features and clean layout. Worth every penny.,Positive,0.43,0.626
Quick Vault Busi 2376,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.063,0.268
Quick Vault Busi 2376,Incredible features and clean layout. Worth every penny.,Positive,0.368,0.539
Quick Vault Busi 2376,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.003,0.369
Quick Vault Busi 2376,Customer service never responded to my refund ticket.,Negative,-0.5,0.791
Quick Vault Busi 2376,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.614,0.566
Quick Vault Busi 2376,Great customer support and seamless synchronization.,Positive,0.362,0.75
Quick Vault Busi 2376,Absolutely love this app! Very smooth UI and responsive.,Positive,0.46,0.651
Fast Vault Fina 297,Incredible features and clean layout. Worth every penny.,Positive,0.925,0.409
Fast Vault Fina 297,Game is highly addictive with stellar graphics!,Positive,0.72,0.788
Fast Vault Fina 297,Game is highly addictive with stellar graphics!,Positive,0.279,0.477
Fast Vault Fina 297,Great customer support and seamless synchronization.,Positive,0.517,0.831
Fast Vault Fina 297,"Good concept, waiting for future feature updates.",Neutral,-0.032,0.222
Fast Vault Fina 297,"Good concept, waiting for future feature updates.",Neutral,0.087,0.306
Daily Lite Comm 1927,Customer service never responded to my refund ticket.,Negative,-0.567,0.806
Daily Lite Comm 1927,Great customer support and seamless synchronization.,Positive,0.292,0.556
Daily Lite Comm 1927,Incredible features and clean layout. Worth every penny.,Positive,0.823,0.502
Daily Lite Comm 1927,Customer service never responded to my refund ticket.,Negative,-0.559,0.797
Daily Lite Comm 1927,Great customer support and seamless synchronization.,Positive,0.426,0.678
Daily Lite Comm 1927,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.027,0.214
Daily Lite Comm 1927,Great customer support and seamless synchronization.,Positive,0.716,0.452
Daily Lite Comm 1927,Absolutely love this app! Very smooth UI and responsive.,Positive,0.562,0.572
Daily Lite Comm 1927,Game is highly addictive with stellar graphics!,Positive,0.707,0.42
Pocket Flow Tool 809,Average performance. UI could use some polishing.,Neutral,0.006,0.294
Pocket Flow Tool 809,"Best in its class, saves me so much time every day.",Positive,0.667,0.693
Pocket Flow Tool 809,Game is highly addictive with stellar graphics!,Positive,0.766,0.707
Pocket Flow Tool 809,Absolutely love this app! Very smooth UI and responsive.,Positive,0.856,0.753
Pocket Flow Tool 809,Absolutely love this app! Very smooth UI and responsive.,Positive,0.808,0.595
Pocket Flow Tool 809,Game is highly addictive with stellar graphics!,Positive,0.494,0.833
Easy Manager Game 509,Game is highly addictive with stellar graphics!,Positive,0.889,0.649
Easy Manager Game 509,Incredible features and clean layout. Worth every penny.,Positive,0.932,0.563
Easy Manager Game 509,Great customer support and seamless synchronization.,Positive,0.688,0.814
Easy Manager Game 509,Absolutely love this app! Very smooth UI and responsive.,Positive,0.553,0.62
Easy Manager Game 509,"Full of bugs, login screen freezes constantly.",Negative,-0.342,0.809
Easy Plus Life 1585,"Best in its class, saves me so much time every day.",Positive,0.46,0.789
Easy Plus Life 1585,Absolutely love this app! Very smooth UI and responsive.,Positive,0.915,0.666
Easy Plus Life 1585,Incredible features and clean layout. Worth every penny.,Positive,0.361,0.828
Easy Plus Life 1585,"Full of bugs, login screen freezes constantly.",Negative,-0.51,0.55
Easy Plus Life 1585,Game is highly addictive with stellar graphics!,Positive,0.888,0.526
Easy Plus Life 1585,"Full of bugs, login screen freezes constantly.",Negative,-0.375,0.496
Easy Plus Life 1585,Constant crashes after the latest update. Terrible experience.,Negative,-0.608,0.713
Master 3D Heal 409,Customer service never responded to my refund ticket.,Negative,-0.524,0.845
Master 3D Heal 409,Essential utility for daily workflow. Fast loading.,Positive,0.843,0.845
Master 3D Heal 409,Absolutely love this app! Very smooth UI and responsive.,Positive,0.373,0.748
Master 3D Heal 409,Game is highly addictive with stellar graphics!,Positive,0.808,0.427
Master 3D Heal 409,Absolutely love this app! Very smooth UI and responsive.,Positive,0.77,0.787
Master 3D Heal 409,"Best in its class, saves me so much time every day.",Positive,0.5,0.771
Master 3D Heal 409,Absolutely love this app! Very smooth UI and responsive.,Positive,0.845,0.794
Master 3D Heal 409,Absolutely love this app! Very smooth UI and responsive.,Positive,0.765,0.579
Master 3D Heal 409,Absolutely love this app! Very smooth UI and responsive.,Positive,0.409,0.567
Pocket Plus Fami 671,"Full of bugs, login screen freezes constantly.",Negative,-0.776,0.505
Pocket Plus Fami 671,Game is highly addictive with stellar graphics!,Positive,0.777,0.596
Pocket Plus Fami 671,Great customer support and seamless synchronization.,Positive,0.534,0.762
Pocket Plus Fami 671,Game is highly addictive with stellar graphics!,Positive,0.897,0.736
Pocket Plus Fami 671,Absolutely love this app! Very smooth UI and responsive.,Positive,0.343,0.562
Pocket Plus Fami 671,"Works okay on tablet, bit clunky on small screens.",Neutral,0.028,0.197
Pocket Plus Fami 671,Absolutely love this app! Very smooth UI and responsive.,Positive,0.683,0.48
Pocket Plus Fami 671,"Good concept, waiting for future feature updates.",Neutral,-0.088,0.287
Pocket Plus Fami 671,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.003,0.217
Pocket Plus Fami 671,"Full of bugs, login screen freezes constantly.",Negative,-0.289,0.658
Fast Studio Game 2448,"Works okay on tablet, bit clunky on small screens.",Neutral,0.128,0.354
Fast Studio Game 2448,"Best in its class, saves me so much time every day.",Positive,0.695,0.529
Fast Studio Game 2448,Absolutely love this app! Very smooth UI and responsive.,Positive,0.938,0.688
Fast Studio Game 2448,Incredible features and clean layout. Worth every penny.,Positive,0.628,0.632
Fast Studio Game 2448,Average performance. UI could use some polishing.,Neutral,0.113,0.339
Fast Studio Game 2448,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.182,0.79
Fast Studio Game 2448,Absolutely love this app! Very smooth UI and responsive.,Positive,0.408,0.765
Fast Studio Game 2448,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.1,0.283
Easy Manager Comm 169,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.031,0.366
Easy Manager Comm 169,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.589,0.809
Easy Manager Comm 169,Game is highly addictive with stellar graphics!,Positive,0.869,0.84
Easy Manager Comm 169,Battery drain is immense and phone overheats quickly.,Negative,-0.327,0.82
Easy Manager Comm 169,Game is highly addictive with stellar graphics!,Positive,0.26,0.62
Easy Manager Comm 169,Absolutely love this app! Very smooth UI and responsive.,Positive,0.362,0.605
Easy Manager Comm 169,Absolutely love this app! Very smooth UI and responsive.,Positive,0.948,0.402
Easy Manager Comm 169,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.02,0.308
Easy Manager Comm 169,Absolutely love this app! Very smooth UI and responsive.,Positive,0.877,0.645
Easy Manager Comm 169,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.018,0.271
Easy Manager Comm 169,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.035,0.195
Easy Manager Comm 169,Game is highly addictive with stellar graphics!,Positive,0.362,0.474
Fast Lite Medi 1534,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.735,0.592
Fast Lite Medi 1534,Incredible features and clean layout. Worth every penny.,Positive,0.735,0.833
Fast Lite Medi 1534,Incredible features and clean layout. Worth every penny.,Positive,0.84,0.804
Fast Lite Medi 1534,Incredible features and clean layout. Worth every penny.,Positive,0.36,0.611
Fast Lite Medi 1534,Game is highly addictive with stellar graphics!,Positive,0.637,0.613
Fast Lite Medi 1534,Battery drain is immense and phone overheats quickly.,Negative,-0.841,0.613
Fast Lite Medi 1534,Great customer support and seamless synchronization.,Positive,0.772,0.454
Fast Lite Medi 1534,Incredible features and clean layout. Worth every penny.,Positive,0.311,0.411
Fast Lite Medi 1534,Battery drain is immense and phone overheats quickly.,Negative,-0.779,0.46
Fast Lite Medi 1534,Constant crashes after the latest update. Terrible experience.,Negative,-0.505,0.734
NextGen Assistant Comm 240,"Good concept, waiting for future feature updates.",Neutral,-0.083,0.257
NextGen Assistant Comm 240,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.699,0.797
NextGen Assistant Comm 240,Essential utility for daily workflow. Fast loading.,Positive,0.687,0.753
NextGen Assistant Comm 240,Great customer support and seamless synchronization.,Positive,0.875,0.663
NextGen Assistant Comm 240,Great customer support and seamless synchronization.,Positive,0.576,0.675
Smart Tracker Pers 820,"Best in its class, saves me so much time every day.",Positive,0.722,0.48
Smart Tracker Pers 820,Absolutely love this app! Very smooth UI and responsive.,Positive,0.513,0.423
Smart Tracker Pers 820,Game is highly addictive with stellar graphics!,Positive,0.818,0.598
Smart Tracker Pers 820,Absolutely love this app! Very smooth UI and responsive.,Positive,0.393,0.492
Smart Tracker Pers 820,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.066,0.228
Daily Hero Prod 1208,Game is highly addictive with stellar graphics!,Positive,0.523,0.529
Daily Hero Prod 1208,Incredible features and clean layout. Worth every penny.,Positive,0.395,0.592
Daily Hero Prod 1208,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.791,0.588
Daily Hero Prod 1208,Battery drain is immense and phone overheats quickly.,Negative,-0.365,0.718
Daily Hero Prod 1208,Battery drain is immense and phone overheats quickly.,Negative,-0.183,0.698
Daily Hero Prod 1208,Absolutely love this app! Very smooth UI and responsive.,Positive,0.778,0.663
Smart Hero Fina 408,"Works okay on tablet, bit clunky on small screens.",Neutral,0.075,0.347
Smart Hero Fina 408,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.034,0.304
Smart Hero Fina 408,Game is highly addictive with stellar graphics!,Positive,0.797,0.508
Smart Hero Fina 408,Constant crashes after the latest update. Terrible experience.,Negative,-0.76,0.454
Smart Hero Fina 408,"Best in its class, saves me so much time every day.",Positive,0.418,0.5
Smart Hero Fina 408,Essential utility for daily workflow. Fast loading.,Positive,0.781,0.447
Easy Manager Fami 508,"Best in its class, saves me so much time every day.",Positive,0.477,0.675
Easy Manager Fami 508,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.503,0.566
Easy Manager Fami 508,Incredible features and clean layout. Worth every penny.,Positive,0.422,0.776
