House_ID,Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,House_Age,Neighborhood,Overall_Condition,Garage_Capacity,Has_Pool,Distance_to_City_Center_km,Price
HSE-11780,1649,5,3.8,2,1982,42,Suburbs,Fair,2.0,0,9.1,414300.0
HSE-11781,1185,2,1.5,2,1981,43,Suburbs,Fair,1.0,0,6.6,288500.0
HSE-11782,2045,4,2.5,2,1981,43,Downtown,Excellent,2.0,0,9.7,601500.0
HSE-11783,1121,3,1.8,2,1975,49,Suburbs,Good,2.0,1,7.5,371000.0
HSE-11784,2594,2,1.5,2,1984,40,Rural,Fair,1.0,0,5.3,496500.0
HSE-11785,2153,3,2.2,2,1974,50,Suburbs,Excellent,1.0,0,25.4,510400.0
HSE-11786,1152,3,2.2,1,1993,31,Uptown,Excellent,2.0,0,4.0,426300.0
HSE-11787,1899,3,2.2,2,2012,12,Downtown,Good,1.0,0,13.4,586400.0
HSE-11788,1611,2,1.5,2,1998,26,Uptown,Excellent,1.0,1,27.9,485900.0
HSE-11789,2307,3,1.8,3,1981,43,Suburbs,Good,2.0,0,9.7,538600.0
HSE-11790,2971,4,2.5,2,2018,6,Rural,Excellent,1.0,0,22.9,683700.0
HSE-11791,881,3,2.2,2,2016,8,Downtown,Good,2.0,1,3.3,452400.0
HSE-11792,2174,2,1.5,2,2006,18,Waterfront,Excellent,3.0,0,8.8,716200.0
HSE-11793,1995,3,2.2,2,1977,47,Suburbs,Good,2.0,0,8.1,482400.0
HSE-11794,2536,1,1.0,2,2008,16,Suburbs,Good,2.0,0,2.1,584700.0
HSE-11795,2238,4,3.0,1,2011,13,Uptown,Good,0.0,0,7.9,625500.0
HSE-11796,1611,4,3.5,2,2003,21,Suburbs,,2.0,1,6.6,534300.0
HSE-11797,1892,3,2.2,3,1991,33,Downtown,Good,1.0,0,13.1,485700.0
HSE-11798,1582,3,1.8,2,2018,6,Suburbs,,2.0,1,29.9,382900.0
HSE-11799,2799,4,3.0,2,2017,7,Uptown,Excellent,3.0,1,2.9,845000.0
HSE-11800,2113,3,2.8,1,1990,34,Rural,Good,2.0,0,6.0,497300.0
HSE-11801,3335,4,3.0,2,1992,32,Downtown,Good,2.0,0,7.9,809800.0
HSE-11802,2060,3,2.2,2,1977,47,Waterfront,Good,,0,8.1,621600.0
HSE-11803,1639,4,2.5,2,1976,48,Downtown,Excellent,0.0,0,16.9,468000.0
HSE-11804,1116,3,2.2,1,2008,16,Downtown,Good,2.0,0,7.9,450900.0
HSE-11805,927,3,1.8,2,1992,32,Rural,Good,0.0,0,2.3,263600.0
HSE-11806,1070,5,3.8,2,1966,58,Rural,Excellent,2.0,0,14.4,350200.0
HSE-11807,2273,3,2.8,1,2001,23,Uptown,Good,0.0,1,23.6,571000.0
HSE-11808,2430,3,2.8,1,2021,3,Suburbs,Good,2.0,0,9.2,605500.0
HSE-11809,1072,2,1.5,1,2021,3,Downtown,Good,1.0,0,10.7,387300.0
HSE-11810,2681,3,2.2,2,1998,26,Suburbs,Excellent,2.0,1,3.8,682000.0
HSE-11811,1786,3,2.8,1,1987,37,Downtown,Good,2.0,0,4.5,582500.0
HSE-11812,2195,2,1.5,1,2022,2,Downtown,Good,2.0,0,4.7,573100.0
HSE-11813,3147,2,1.0,2,2016,8,Waterfront,Excellent,1.0,0,7.6,795000.0
HSE-11814,2682,3,2.2,1,2009,15,Rural,Good,2.0,0,28.3,551200.0
HSE-11815,1925,4,3.0,1,1993,31,Downtown,Good,1.0,0,9.4,534800.0
HSE-11816,1520,3,2.2,2,1999,25,Suburbs,Excellent,1.0,0,4.1,407700.0
HSE-11817,701,2,1.5,2,1975,49,Waterfront,Fair,1.0,0,5.1,359200.0
HSE-11818,1632,3,2.2,2,2012,12,Suburbs,Good,2.0,1,6.8,514900.0
HSE-11819,1962,2,1.5,1,1997,27,Uptown,Good,1.0,0,11.8,466000.0
HSE-11820,1458,3,1.8,2,2015,9,Suburbs,Excellent,3.0,0,7.8,429200.0
HSE-11821,2014,2,1.5,2,1975,49,Downtown,Fair,2.0,0,7.0,471100.0
HSE-11822,2149,2,2.0,1,1973,51,Rural,Good,1.0,0,10.3,410000.0
HSE-11823,1953,2,1.5,1,1978,46,Suburbs,Excellent,2.0,0,4.8,533100.0
HSE-11824,1677,3,2.2,1,1973,51,Downtown,Fair,2.0,1,2.8,497700.0
HSE-11825,2209,2,2.0,1,2003,21,Suburbs,Fair,0.0,0,2.2,497600.0
HSE-11826,2387,3,2.8,2,2012,12,Rural,Excellent,2.0,0,4.9,606000.0
HSE-11827,1391,3,2.2,2,1967,57,Waterfront,Good,2.0,0,3.0,545900.0
HSE-11828,3017,3,1.8,1,1993,31,Suburbs,Excellent,1.0,0,6.1,667300.0
HSE-11829,2035,3,2.2,1,1983,41,Suburbs,Fair,2.0,0,16.8,439900.0
HSE-11830,2112,4,3.5,1,2000,24,Uptown,Good,1.0,0,14.6,570800.0
HSE-11831,2560,2,2.0,2,1996,28,Suburbs,Good,1.0,0,11.4,564300.0
HSE-11832,2251,3,2.8,1,1971,53,Uptown,Good,2.0,0,21.1,571600.0
HSE-11833,2719,2,1.5,2,2019,5,Suburbs,Good,2.0,0,5.3,668100.0
HSE-11834,2286,2,1.5,1,1992,32,Suburbs,Good,2.0,0,23.6,470600.0
HSE-11835,1701,3,1.8,2,2008,16,Uptown,Excellent,2.0,0,7.1,542900.0
HSE-11836,2334,3,2.2,2,1982,42,Suburbs,Good,2.0,1,7.1,592800.0
HSE-11837,1356,4,3.0,1,1969,55,Waterfront,Good,2.0,0,7.2,542700.0
HSE-11838,2170,3,2.2,2,1987,37,Suburbs,Fair,0.0,0,3.0,509000.0
HSE-11839,2078,5,3.8,3,2019,5,Suburbs,Good,2.0,0,39.1,508300.0
HSE-11840,1964,1,1.0,1,1986,38,Rural,Good,2.0,0,3.5,398800.0
HSE-11841,2016,2,1.5,2,1990,34,Downtown,Good,0.0,0,6.2,546700.0
HSE-11842,876,1,1.0,1,2006,18,Uptown,Good,2.0,0,5.8,338200.0
HSE-11843,1743,2,1.0,2,1976,48,Suburbs,Fair,0.0,0,2.8,369200.0
HSE-11844,2160,3,2.2,1,2004,20,Uptown,Fair,2.0,0,3.7,560500.0
HSE-11845,2203,3,2.2,3,1983,41,Uptown,Good,2.0,1,2.5,634500.0
HSE-11846,1432,1,1.0,2,2011,13,Suburbs,Good,3.0,0,5.5,373700.0
HSE-11847,2922,5,4.2,2,1965,59,Waterfront,Excellent,1.0,0,22.1,792600.0
HSE-11848,1536,4,3.0,2,1967,57,Uptown,Good,2.0,0,6.1,416400.0
HSE-11849,2730,3,2.2,2,1991,33,Downtown,Fair,1.0,1,3.3,669000.0
HSE-11850,2377,2,1.5,1,1982,42,Downtown,Good,2.0,0,12.4,602000.0
HSE-11851,1679,2,1.5,2,2014,10,Downtown,Fair,2.0,0,45.0,389600.0
HSE-11852,3253,2,2.0,3,1994,30,Suburbs,Good,2.0,1,4.6,706900.0
HSE-11853,1324,2,1.5,2,1966,58,Downtown,Excellent,2.0,0,5.3,476100.0
HSE-11854,2697,3,2.8,3,1969,55,Suburbs,Good,2.0,0,37.7,529700.0
HSE-11855,2750,2,1.5,2,1993,31,Downtown,Good,0.0,0,4.0,683000.0
HSE-11856,1664,3,2.8,2,1997,27,Uptown,Good,1.0,1,9.2,538100.0
HSE-11857,3005,5,3.2,2,2006,18,Downtown,Good,2.0,1,4.7,829200.0
HSE-11858,1937,3,2.8,1,1984,40,Rural,Excellent,2.0,1,28.9,504000.0
HSE-11859,2287,5,3.8,1,1994,30,Suburbs,Fair,1.0,0,41.9,462500.0
HSE-11860,2269,2,1.5,1,2006,18,Downtown,Good,2.0,1,18.9,578800.0
HSE-11861,2012,3,2.2,2,1969,55,Uptown,Good,1.0,0,5.8,550600.0
HSE-11862,2627,3,2.8,1,2014,10,Downtown,Good,1.0,0,7.2,700400.0
HSE-11863,2615,2,1.0,1,1985,39,Downtown,Good,2.0,0,4.8,663600.0
HSE-11864,963,1,1.0,3,2022,2,Suburbs,Excellent,1.0,0,24.1,307500.0
HSE-11865,2947,3,2.8,1,1979,45,Downtown,Fair,0.0,0,26.6,652200.0
HSE-11866,1019,3,2.2,2,1984,40,Suburbs,Good,0.0,0,7.4,286700.0
HSE-11867,2771,3,1.8,1,1972,52,Rural,Good,2.0,1,12.7,571600.0
HSE-11868,2832,3,2.2,1,2013,11,Suburbs,Good,3.0,0,3.8,670900.0
HSE-11869,1390,3,2.2,2,1995,29,Rural,Good,2.0,0,7.7,352800.0
HSE-11870,1832,1,1.2,2,1976,48,Uptown,Fair,1.0,1,12.0,403000.0
HSE-11871,1381,3,2.2,2,1985,39,Suburbs,Fair,3.0,0,6.9,375500.0
HSE-11872,1960,2,1.5,1,1994,30,Downtown,Fair,2.0,0,6.4,525900.0
HSE-11873,1899,2,2.0,2,1991,33,Waterfront,Excellent,2.0,0,2.0,630200.0
HSE-11874,2606,5,3.8,1,2008,16,Rural,Good,2.0,0,18.3,577200.0
HSE-11875,2951,3,1.8,1,1990,34,Suburbs,Good,1.0,0,24.0,586400.0
HSE-11876,3007,4,3.0,1,1997,27,Suburbs,Good,2.0,0,36.9,639200.0
HSE-11877,1734,3,2.2,1,1990,34,Suburbs,Good,1.0,1,14.7,426500.0
HSE-11878,1964,3,1.8,1,1990,34,Suburbs,Good,1.0,0,10.0,511500.0
HSE-11879,1005,2,2.0,1,2000,24,Downtown,Excellent,2.0,0,5.1,405200.0
HSE-11880,1576,2,1.5,3,2004,20,Waterfront,Good,2.0,0,45.0,444500.0
HSE-11881,2727,2,1.5,1,1965,59,Downtown,Good,2.0,0,10.9,651700.0
HSE-11882,3150,4,3.0,1,2023,1,Uptown,Fair,2.0,0,13.4,767900.0
HSE-11883,1297,3,2.2,1,1979,45,Uptown,Good,0.0,1,13.5,425800.0
HSE-11884,1714,3,2.8,2,2014,10,Suburbs,Good,0.0,0,20.7,405000.0
HSE-11885,2082,3,2.8,1,1965,59,Suburbs,Excellent,1.0,0,2.1,516900.0
HSE-11886,2282,4,3.0,2,1975,49,Uptown,Good,2.0,1,4.5,622300.0
HSE-11887,1573,2,1.5,3,2019,5,Waterfront,Good,2.0,0,13.0,540600.0
HSE-11888,2375,3,2.2,1,1966,58,Uptown,Good,0.0,0,24.6,521800.0
HSE-11889,1792,3,2.2,2,1965,59,Suburbs,Good,3.0,0,13.6,415600.0
HSE-11890,2090,4,2.5,1,1995,29,Suburbs,Fair,1.0,0,7.3,448300.0
HSE-11891,2455,5,3.2,2,2008,16,Suburbs,Excellent,2.0,1,6.5,722600.0
HSE-11892,2104,2,1.5,1,1980,44,Downtown,Good,2.0,0,15.4,523400.0
HSE-11893,1816,4,3.0,1,2018,6,Uptown,Excellent,1.0,0,15.5,584200.0
HSE-11894,2028,4,2.5,1,1986,38,Suburbs,Excellent,2.0,0,11.3,530600.0
HSE-11895,2042,2,1.5,2,2006,18,Waterfront,Good,2.0,1,5.4,674800.0
HSE-11896,1859,3,1.8,1,1982,42,Downtown,,2.0,1,27.9,559500.0
HSE-11897,1931,3,2.2,1,2011,13,Uptown,Fair,2.0,0,10.0,490700.0
HSE-11898,3139,5,3.8,2,1981,43,Rural,Excellent,,0,17.6,651100.0
HSE-11899,2464,2,2.0,2,1994,30,Suburbs,Good,2.0,0,4.4,545700.0
HSE-11900,1907,4,3.0,2,1974,50,Rural,Good,3.0,0,6.2,512600.0
HSE-11901,2553,3,1.8,1,1999,25,Suburbs,Good,0.0,1,22.8,552800.0
HSE-11902,1883,4,3.0,2,2022,2,Downtown,Good,1.0,1,2.5,650300.0
HSE-11903,2862,3,2.8,2,1985,39,Waterfront,Good,3.0,1,9.2,760300.0
HSE-11904,2340,3,2.8,1,1980,44,Rural,Good,1.0,0,8.6,502300.0
HSE-11905,2030,4,3.0,2,1970,54,Downtown,Good,2.0,1,15.9,579600.0
HSE-11906,2391,4,3.0,1,1967,57,Downtown,Excellent,2.0,1,5.3,735200.0
HSE-11907,1078,4,3.5,3,2005,19,Uptown,Good,2.0,0,4.5,462500.0
HSE-11908,1367,2,1.0,1,2007,17,Waterfront,Good,1.0,0,28.1,433700.0
HSE-11909,1323,3,2.2,2,1985,39,Suburbs,Excellent,1.0,0,10.5,425400.0
HSE-11910,2192,2,1.5,1,1977,47,Waterfront,Fair,0.0,0,3.1,612400.0
HSE-11911,3226,3,1.8,3,1982,42,Downtown,Excellent,2.0,1,4.1,859100.0
HSE-11912,3550,3,2.2,1,2022,2,Downtown,Good,2.0,0,45.0,776200.0
HSE-11913,2514,3,2.2,3,2018,6,Downtown,Good,2.0,0,4.2,676500.0
HSE-11914,2425,3,2.2,2,1988,36,Downtown,Good,2.0,0,11.4,627300.0
HSE-11915,929,5,4.2,1,1991,33,Rural,Good,1.0,0,7.4,314600.0
HSE-11916,1747,2,1.5,2,2018,6,Downtown,Excellent,0.0,1,23.7,528500.0
HSE-11917,1587,3,2.8,3,1968,56,Rural,Fair,,0,16.1,311300.0
HSE-11918,1696,3,1.8,1,1986,38,Suburbs,Good,2.0,0,11.1,419800.0
HSE-11919,1990,2,1.5,1,1988,36,Uptown,Good,1.0,0,2.1,561300.0
HSE-11920,1793,2,1.0,2,2004,20,Waterfront,Excellent,1.0,0,23.2,564000.0
HSE-11921,813,5,4.2,1,2009,15,Uptown,Good,0.0,0,7.9,387100.0
HSE-11922,2586,4,3.0,1,1974,50,Uptown,Excellent,1.0,1,28.8,628900.0
HSE-11923,1402,4,3.0,1,1966,58,Downtown,Good,2.0,0,8.8,462900.0
HSE-11924,2255,5,4.2,1,2004,20,Waterfront,Fair,3.0,0,13.8,729000.0
HSE-11925,3448,2,1.5,1,1970,54,Waterfront,Good,2.0,0,2.7,838100.0
HSE-11926,1502,3,2.8,1,2012,12,Suburbs,Fair,3.0,0,15.7,406000.0
HSE-11927,650,3,2.2,2,1982,42,Waterfront,Good,3.0,1,6.1,456700.0
HSE-11928,1914,3,2.8,2,1981,43,Downtown,Fair,2.0,0,6.3,532900.0
HSE-11929,2815,3,2.2,1,2002,22,Suburbs,Good,1.0,0,3.3,650800.0
HSE-11930,3372,3,1.8,2,2009,15,Waterfront,Good,2.0,0,3.6,891000.0
HSE-11931,1300,3,2.2,2,1987,37,Downtown,Good,1.0,0,4.1,437200.0
HSE-11932,2422,3,1.8,3,2010,14,Waterfront,Good,1.0,0,6.0,696300.0
HSE-11933,1797,2,1.5,1,1994,30,Suburbs,Good,1.0,0,24.3,384700.0
HSE-11934,2031,3,2.2,1,2022,2,Suburbs,Good,2.0,0,6.6,543300.0
HSE-11935,3818,3,2.2,2,1985,39,Downtown,Good,1.0,1,14.9,883400.0
HSE-11936,1123,3,1.8,3,1974,50,Suburbs,Excellent,1.0,0,2.9,350800.0
HSE-11937,2264,2,1.0,2,2020,4,Uptown,Excellent,2.0,0,10.9,605000.0
HSE-11938,2404,4,3.0,2,2007,17,Suburbs,Fair,2.0,1,8.6,584000.0
HSE-11939,2805,1,1.2,1,1977,47,Downtown,Fair,2.0,1,40.1,532600.0
HSE-11940,2163,3,2.2,2,1976,48,Suburbs,Excellent,2.0,0,20.7,483000.0
HSE-11941,2300,4,3.0,1,1973,51,Suburbs,Good,1.0,0,8.1,515500.0
HSE-11942,1845,3,2.2,1,1968,56,Uptown,Good,1.0,0,16.9,445600.0
HSE-11943,2274,3,2.2,2,2003,21,Suburbs,Good,2.0,0,4.1,569100.0
HSE-11944,1876,3,2.2,1,1988,36,Uptown,Good,2.0,0,10.3,490700.0
HSE-11945,2504,3,2.2,2,2018,6,Rural,Good,2.0,0,2.8,574700.0
HSE-11946,1859,4,3.0,3,1998,26,Uptown,Excellent,2.0,0,6.3,610300.0
HSE-11947,2345,4,3.5,1,2003,21,Waterfront,Good,2.0,0,4.6,721700.0
HSE-11948,2080,3,1.8,3,2005,19,Suburbs,Fair,3.0,0,14.7,469400.0
HSE-11949,2831,3,2.2,3,1969,55,Suburbs,Fair,1.0,0,8.7,534500.0
HSE-11950,2066,2,1.0,2,1979,45,Rural,Good,1.0,0,15.9,365000.0
HSE-11951,947,3,2.2,1,2014,10,Uptown,Good,2.0,0,9.2,418400.0
HSE-11952,2920,3,2.2,1,1968,56,Uptown,Good,1.0,0,2.9,682300.0
HSE-11953,1511,3,2.2,1,2015,9,Uptown,Fair,1.0,0,15.3,470900.0
HSE-11954,1675,3,1.8,1,2016,8,Downtown,Excellent,1.0,0,19.9,502200.0
HSE-11955,1712,3,2.2,1,2022,2,Suburbs,Fair,1.0,0,25.4,422400.0
HSE-11956,2993,1,1.0,3,2003,21,Uptown,Fair,1.0,0,10.5,606700.0
HSE-11957,711,3,1.8,1,2022,2,Uptown,Good,0.0,0,16.0,294400.0
HSE-11958,4139,3,2.8,2,1972,52,Downtown,Good,2.0,0,15.9,949700.0
HSE-11959,2786,4,3.0,1,2013,11,Rural,Good,2.0,0,3.7,622000.0
HSE-11960,2245,1,1.2,2,2009,15,Suburbs,Excellent,2.0,0,3.8,588600.0
HSE-11961,2064,3,2.8,2,1988,36,Suburbs,Excellent,2.0,0,2.7,558600.0
HSE-11962,2285,5,3.8,1,2017,7,Waterfront,Good,1.0,0,5.9,719900.0
HSE-11963,2438,2,1.0,1,1992,32,Uptown,Good,1.0,0,8.4,536200.0
HSE-11964,2519,3,2.2,2,2019,5,Downtown,Good,1.0,0,45.0,574800.0
HSE-11965,2461,2,2.0,2,2007,17,Suburbs,Good,2.0,0,7.6,545000.0
HSE-11966,2158,3,2.2,2,1991,33,Suburbs,Fair,2.0,1,15.0,497800.0
HSE-11967,1971,3,2.2,1,1965,59,Uptown,Excellent,1.0,0,13.8,478700.0
HSE-11968,2001,3,2.2,1,1998,26,Downtown,Fair,1.0,0,4.3,542500.0
HSE-11969,1973,3,2.8,3,1981,43,Waterfront,Fair,3.0,0,2.6,587900.0
HSE-11970,2836,4,3.0,2,2001,23,Rural,Good,2.0,0,9.9,621000.0
HSE-11971,2485,2,2.0,2,2002,22,Waterfront,Good,2.0,0,14.0,658100.0
HSE-11972,650,1,1.0,2,1990,34,Suburbs,Fair,1.0,0,45.0,117900.0
HSE-11973,2526,4,3.0,2,2021,3,Uptown,Fair,1.0,0,6.4,598200.0
HSE-11974,2226,3,2.2,1,1988,36,Suburbs,Good,2.0,0,24.7,481200.0
HSE-11975,2087,4,3.0,1,2003,21,Suburbs,Good,2.0,0,6.8,560400.0
HSE-11976,1847,3,1.8,1,1985,39,Suburbs,Good,2.0,0,13.7,449100.0
HSE-11977,2830,4,2.5,2,1994,30,Downtown,Good,2.0,0,11.1,685400.0
HSE-11978,2715,3,2.8,1,2011,13,Rural,Good,2.0,0,2.5,575800.0
HSE-11979,1597,4,2.5,1,2015,9,Suburbs,Excellent,2.0,0,2.8,531400.0
HSE-11980,2364,4,3.5,2,2012,12,Suburbs,Good,1.0,0,2.2,605700.0
HSE-11981,1468,3,2.2,2,2021,3,Rural,Fair,1.0,0,6.6,329600.0
HSE-11982,1203,2,2.0,2,1977,47,Suburbs,Good,2.0,0,15.7,332200.0
HSE-11983,1692,3,2.2,2,2001,23,Uptown,Good,1.0,0,3.9,485200.0
HSE-11984,2660,2,2.0,1,1967,57,Suburbs,Fair,2.0,0,11.3,511200.0
HSE-11985,2719,2,2.0,2,1996,28,Suburbs,Good,2.0,0,5.4,588000.0
HSE-11986,2433,3,1.8,2,1999,25,Rural,Fair,3.0,1,17.9,500400.0
HSE-11987,2571,3,1.8,2,1983,41,Suburbs,Fair,1.0,0,18.0,487000.0
HSE-11988,2435,3,2.2,1,1978,46,Downtown,Good,1.0,0,16.9,594300.0
HSE-11989,1683,3,2.2,1,2012,12,Suburbs,Good,2.0,0,9.4,491400.0
HSE-11990,2380,3,2.8,2,1986,38,Suburbs,Excellent,2.0,1,5.3,604600.0
HSE-11991,2620,2,1.5,2,1981,43,Suburbs,Good,2.0,1,18.6,560300.0
HSE-11992,2590,2,1.5,2,2023,1,Suburbs,Good,2.0,0,4.1,602000.0
HSE-11993,2872,2,1.0,2,1968,56,Suburbs,Good,1.0,0,5.4,583900.0
HSE-11994,2560,3,2.8,2,2009,15,Uptown,Good,2.0,0,4.0,694700.0
HSE-11995,2328,2,2.0,2,2004,20,Downtown,Fair,2.0,0,13.2,567900.0
HSE-11996,2795,3,2.2,2,1983,41,Suburbs,Excellent,2.0,0,13.6,624200.0
HSE-11997,2082,3,2.2,1,2001,23,Downtown,Excellent,1.0,1,12.6,640800.0
HSE-11998,1526,4,2.5,2,1966,58,Rural,Fair,1.0,0,7.4,289800.0
HSE-11999,1994,1,1.0,2,1979,45,Rural,Fair,2.0,0,3.1,329700.0
HSE-12000,1615,3,2.2,1,1966,58,Uptown,Fair,3.0,0,26.2,453100.0
